chromophore,solvent,absorption,emission,q_yield,mwt,s_shift,charge
CC1=C(C2=C(C)C(C)=[N+]3C2=Cc2cc(C)c(C)n2[B-]3(F)F)C2=Cc3cc(C)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,557.0,598.0,0.05,494.15032,41.0,0
CCCCCCCCOc1ccc(-c2c3c4n(c(-c5ccc(OCCCCCCCC)cc5)c3c3n2[B-](F)(F)[n+]2ccccc2N=3)[B-](F)(F)[n+]2ccccc2N=4)cc1,ClC(Cl)Cl,638.0,661.0,0.89,792.535,23.0,0
CCCCCCCCOc1ccc(-c2c3c4n(c(-c5ccc(OCCCCCCCC)cc5)c3c3n2[B-](F)(F)[n+]2c(sc5ccccc52)N=3)[B-](F)(F)[n+]2c(sc3ccccc32)N=4)cc1,ClC(Cl)Cl,655.0,676.0,0.81,904.711,21.0,0
O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2ccc(N3CCOCC3)c3cccc1c23,ClCCl,468.0,544.0,0.53,456.25486,76.0,0
CN(C)c1ccc(C2=Nc3ccc4c(C(F)(F)F)cc(C(F)(F)F)nc4[n+]3[B-](F)(F)O2)cc1,ClCCl,480.0,642.0,0.01,476.13422,162.0,0
O=C1c2ccccc2C2=Cc3cccc[n+]3[B-](F)(F)N12,ClCCl,385.0,454.0,0.47,270.04546,69.0,0
O=C1c2ccccc2C2=Nc3cccc[n+]3[B-](F)(F)N12,ClCCl,361.0,413.0,0.33,271.03352,52.0,0
O=C1c2ccccc2C2=Nc3ccc4ccccc4[n+]3[B-](F)(F)N12,ClCCl,387.0,444.0,0.74,321.0934,57.0,0
O=C1c2cc3ccccc3cc2C2=Nc3cccc[n+]3[B-](F)(F)N12,ClCCl,396.0,414.0,0.86,321.0934,18.0,0
O=C1c2cc3ccccc3cc2C2=Nc3ccc4ccccc4[n+]3[B-](F)(F)N12,ClCCl,419.0,430.0,0.93,371.15328,11.0,0
F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2ccc3ccccc3[n+]21,ClCCl,476.0,585.0,0.9,393.20316,109.0,0
CCN(CC)c1ccc2c(c1)OC1=[N+](c3ccc(I)cc3)[B-](F)(F)n3c(nc4ccccc43)C1=C2,ClCCl,496.0,545.0,0.81,582.19468,49.0,0
F[B-]1(F)N(c2ccccc2)c2cccc3ccc4ccc[n+]1c4c23,ClCCl,465.0,584.0,0.6,318.13322,119.0,0
Cc1cc(C)n2c1C=C1C(=O)N(C)C(c3ccc([N+](=O)[O-])cc3)=[N+]1[B-]2(F)F,CCCCCC,498.0,587.0,0.53,372.1381,89.0,0
Cc1ccc(-c2ccc3ccc4cc(C(C)(C)C)cc5ccc2c3c45)cc1,C1CCOC1,342.0,384.0,0.41,348.48756,42.0,0
Cc1ccc(-c2ccc3ccc4cc(C(C)(C)C)cc5ccc2c3c45)cc1,ClCCl,342.0,384.0,0.38,348.48756,42.0,0
CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,Cc1ccccc1,567.0,597.0,0.93,482.33326,30.0,0
CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,C1COCCO1,569.0,610.0,0.72,482.33326,41.0,0
CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,ClC(Cl)Cl,581.0,622.0,0.75,482.33326,41.0,0
CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,ClCCl,587.0,634.0,0.16,482.33326,47.0,0
CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,CC(C)=O,584.0,636.0,0.021,482.33326,52.0,0
CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,CS(C)=O,607.0,659.0,0.035,482.33326,52.0,0
CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,CC#N,589.0,644.0,0.011,482.33326,55.0,0
CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,CCO,581.0,635.0,0.044,482.33326,54.0,0
CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,CO,582.0,637.0,0.016,482.33326,55.0,0
CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,OCCO,605.0,653.0,0.072,482.33326,48.0,0
CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,OCC(O)CO,610.0,654.0,0.36,482.33326,44.0,0
COc1ccccc1-c1nc2c3ccccc3c3ccccc3c2o1,Cc1ccccc1,364.0,368.0,0.53,325.3661,4.0,0
Oc1ccccc1-c1nc2c3ccccc3c3ccccc3c2o1,Cc1ccccc1,364.0,367.0,0.003,311.33922,3.0,0
[O-]c1ccccc1-c1[nH+]c2c3ccccc3c3ccccc3c2o1,Cc1ccccc1,,495.0,0.111,311.33922,,0
COc1ccccc1-c1nc2c3ccccc3c3ccccc3c2n1-c1ccc(C)cc1,Cc1ccccc1,359.0,371.0,0.284,414.50668,12.0,0
Oc1ccccc1-c1nc2c3ccccc3c3ccccc3c2n1-c1ccccc1,Cc1ccccc1,335.0,369.0,0.001,386.45292,34.0,0
[O-]c1ccccc1-c1[nH+]c2c3ccccc3c3ccccc3c2n1-c1ccccc1,Cc1ccccc1,365.0,478.0,0.191,386.45292,113.0,0
COc1ccccc1-c1nc2c3cccnc3c3ncccc3c2n1-c1ccccc1,Cc1ccccc1,363.0,396.0,0.064,402.45592,33.0,0
Oc1ccccc1-c1nc2c3cccnc3c3ncccc3c2n1-c1ccccc1,Cc1ccccc1,334.0,379.0,0.001,388.42904,45.0,0
[O-]c1ccccc1-c1[nH+]c2c3cccnc3c3ncccc3c2n1-c1ccccc1,Cc1ccccc1,,484.0,0.125,388.42904,,0
COc1ccccc1C1=NC2c3cccc4cccc(c34)C2N1c1ccccc1,Cc1ccccc1,312.0,379.0,0.01,376.4578,67.0,0
Oc1ccccc1C1=NC2c3cccc4cccc(c34)C2N1c1ccccc1,Cc1ccccc1,430.0,575.0,0.009,362.43092,145.0,0
Cc1ccc(N2C(c3ccccc3N(C)C)=NC(c3ccccc3)C2c2ccccc2)cc1,Cc1ccccc1,275.0,422.0,0.275,431.58126,147.0,0
Cc1ccc(N2C(c3ccccc3N)=NC(c3ccccc3)C2c2ccccc2)cc1,Cc1ccccc1,282.0,398.0,0.009,403.5275,116.0,0
Cc1ccc(N2C(c3ccccc3NS(=O)(=O)c3ccc(C)cc3)=NC(c3ccccc3)C2c2ccccc2)cc1,Cc1ccccc1,300.0,375.0,0.004,557.71614,75.0,0
Cc1ccc(N2C(c3ccccc3[N-]S(=O)(=O)c3ccc(C)cc3)=[NH+]C(c3ccccc3)C2c2ccccc2)cc1,Cc1ccccc1,,499.0,0.396,557.71614,,0
Cc1ccc(-n2c(-c3ccccc3N)nc3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,311.0,396.0,0.173,399.49574,85.0,0
Cc1ccc(-n2c(-c3ccccc3[NH-])[nH+]c3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,363.0,,,399.49574,,0
Cc1ccc(-n2c(-c3cccc4cc[n-]c34)[nH+]c3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,373.0,566.0,0.015,423.51774,193.0,0
O=C1CCCC2=C1C(c1ccccc1)c1c(c3ccccc3oc1=O)N2,CS(C)=O,368.0,440.0,0.41,343.38098,72.0,0
COc1ccc(C2C3=C(CCCC3=O)Nc3c2c(=O)oc2ccccc32)cc1,CS(C)=O,361.0,441.0,0.26,373.40686,80.0,0
O=C1CCCC2=C1C(c1cccc(Cl)c1)c1c(c3ccccc3oc1=O)N2,CS(C)=O,373.0,443.0,0.6,377.82604,70.0,0
Cc1ccc(C2C3=C(CCCC3=O)Nc3c2c(=O)oc2ccccc32)cc1,CS(C)=O,366.0,441.0,0.83,357.40786,75.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCCCCC,343.0,346.0,0.16,263.29522,3.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,ClC(Cl)Cl,329.0,404.0,0.18,263.29522,75.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCOC(C)=O,326.0,408.0,0.13,263.29522,82.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,ClCCl,331.0,417.0,0.22,263.29522,86.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCCO,329.0,425.0,0.13,263.29522,96.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CC#N,325.0,451.0,0.13,263.29522,126.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CS(C)=O,334.0,462.0,0.21,263.29522,128.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCCCCC,331.0,336.0,0.15,233.26934,5.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCCCCCC,332.0,337.0,0.17,233.26934,5.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,C1COCCO1,330.0,369.0,0.1,233.26934,39.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,ClC(Cl)Cl,332.0,374.0,0.13,233.26934,42.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCOC(C)=O,328.0,377.0,0.08,233.26934,49.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,ClCCl,330.0,386.0,0.12,233.26934,56.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCCO,328.0,395.0,0.13,233.26934,67.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CC#N,324.0,411.0,0.09,233.26934,87.0,0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CS(C)=O,329.0,418.0,0.15,233.26934,89.0,0
CCCCC(CC)COC(=O)/C=C/c1c(OC)ccc(OC)c1OC,CO,325.0,405.0,0.08,350.4532,80.0,0
CCCCC(CC)COC(=O)/C=C/c1c(OC)ccc(OC)c1OC,CCCCCC,320.0,359.0,0.09,350.4532,39.0,0
CCCCC(CC)COC(=O)/C=C\c1c(OC)ccc(OC)c1OC,CCCCCC,308.0,361.0,0.08,350.4532,53.0,0
CCCCC(CC)COC(=O)/C=C/c1cccc(OC)c1,CO,313.0,409.0,0.311,290.40144,96.0,0
CCCCC(CC)COC(=O)/C=C/c1cccc(OC)c1,CCCCCC,309.0,350.0,0.127,290.40144,41.0,0
CCCCC(CC)COC(=O)/C=C\c1cccc(OC)c1,CO,313.0,410.0,0.23,290.40144,97.0,0
CCCCC(CC)COC(=O)/C=C\c1cccc(OC)c1,CCCCCC,313.0,351.0,0.02,290.40144,38.0,0
CCCCC(CC)COC(=O)/C=C/c1ccc(OC)c(OC)c1OC,CO,309.0,462.0,0.01,350.4532,153.0,0
CCCCC(CC)COC(=O)/C=C/c1ccc(OC)c(OC)c1OC,CCCCCC,290.0,351.0,,350.4532,61.0,0
CCCCC(CC)COC(=O)/C=C\c1ccc(OC)c(OC)c1OC,CO,303.0,468.0,0.01,350.4532,165.0,0
CCCCC(CC)COC(=O)/C=C\c1ccc(OC)c(OC)c1OC,CCCCCC,329.0,354.0,,350.4532,25.0,0
CCCCC(CC)COC(=O)/C=C/c1ccccc1OC,CCCCCC,312.0,358.0,,290.40144,46.0,0
CCCCC(CC)COC(=O)/C=C\c1ccccc1OC,CO,305.0,458.0,0.01,290.40144,153.0,0
CCCCC(CC)COC(=O)/C=C\c1ccccc1OC,CCCCCC,298.0,340.0,,290.40144,42.0,0
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCCC,508.0,532.0,0.55,318.37492,24.0,0
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,Cc1ccccc1,524.0,572.0,0.84,318.37492,48.0,0
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,C1COCCO1,519.0,582.0,0.86,318.37492,63.0,0
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCOC(C)=O,524.0,594.0,0.88,318.37492,70.0,0
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,ClCCl,539.0,608.0,0.88,318.37492,69.0,0
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC(C)=O,533.0,614.0,0.88,318.37492,81.0,0
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CS(C)=O,552.0,635.0,0.8,318.37492,83.0,0
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCO,549.0,638.0,0.62,318.37492,89.0,0
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CO,553.0,643.0,0.46,318.37492,90.0,0
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCCCCC,466.0,520.0,0.94,479.66578,54.0,0
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,Cc1ccccc1,478.0,554.0,0.96,479.66578,76.0,0
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,C1COCCO1,476.0,557.0,0.96,479.66578,81.0,0
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,ClCCl,489.0,597.0,0.93,479.66578,108.0,0
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CC(C)=O,477.0,581.0,0.95,479.66578,104.0,0
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CS(C)=O,490.0,601.0,0.91,479.66578,111.0,0
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CC#N,482.0,596.0,0.93,479.66578,114.0,0
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCO,480.0,635.0,0.64,479.66578,155.0,0
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CO,480.0,643.0,0.5,479.66578,163.0,0
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCCCCC,498.0,557.0,0.93,424.54232,59.0,0
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,Cc1ccccc1,516.0,582.0,0.94,424.54232,66.0,0
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,C1COCCO1,512.0,585.0,0.92,424.54232,73.0,0
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCOC(C)=O,514.0,587.0,0.93,424.54232,73.0,0
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,ClCCl,534.0,602.0,0.91,424.54232,68.0,0
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CC(C)=O,521.0,598.0,0.9,424.54232,77.0,0
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CS(C)=O,535.0,609.0,0.75,424.54232,74.0,0
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCO,522.0,609.0,0.87,424.54232,87.0,0
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CO,523.0,613.0,0.83,424.54232,90.0,0
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,CCCCCCC,357.0,393.0,0.26,281.3101,36.0,0
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,Cc1ccccc1,367.0,442.0,0.57,281.3101,75.0,0
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,C1COCCO1,362.0,457.0,0.56,281.3101,95.0,0
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,C1CCOC1,365.0,490.0,0.57,281.3101,125.0,0
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,ClCCl,373.0,503.0,0.64,281.3101,130.0,0
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,CS(C)=O,380.0,567.0,0.2,281.3101,187.0,0
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,CC#N,366.0,559.0,0.16,281.3101,193.0,0
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,CCCCCCCCO,362.0,532.0,0.098,281.3101,170.0,0
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,CCCCCCC,348.0,388.0,0.022,295.33698,40.0,0
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,Cc1ccccc1,361.0,432.0,0.46,295.33698,71.0,0
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,C1COCCO1,360.0,451.0,0.58,295.33698,91.0,0
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,ClCCl,368.0,488.0,0.59,295.33698,120.0,0
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,CS(C)=O,375.0,545.0,0.2,295.33698,170.0,0
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,CC#N,363.0,530.0,0.16,295.33698,167.0,0
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,CCCCCCCCO,373.0,540.0,0.124,295.33698,167.0,0
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CCCCCCC,343.0,391.0,0.019,227.30598,48.0,0
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,C1COCCO1,348.0,426.0,0.61,227.30598,78.0,0
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CS(C)=O,359.0,461.0,0.75,227.30598,102.0,0
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CCCCCCCCO,360.0,473.0,0.385,227.30598,113.0,0
Nc1cc[nH]c(=S)n1,CCOC(C)=O,286.0,,,127.1707,,0
Nc1cc[nH]c(=S)n1,CS(C)=O,285.0,,,127.1707,,0
Nc1cc[nH]c(=S)n1,CCO,280.0,,,127.1707,,0
Nc1cc[nH]c(=S)n1,CO,278.0,,,127.1707,,0
Nc1cc[nH]c(=S)n1,O,269.0,,,127.1707,,0
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CCO,395.0,559.0,0.092,388.46556,164.0,0
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CS(C)=O,400.0,548.0,0.29,388.46556,148.0,0
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CN(C)C=O,385.0,540.0,0.33,388.46556,155.0,0
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,ClC(Cl)Cl,383.0,532.0,0.44,388.46556,149.0,0
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CC#N,379.0,542.0,0.3,388.46556,163.0,0
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,C1COCCO1,373.0,490.0,0.43,388.46556,117.0,0
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,C1CCOC1,374.0,497.0,0.34,388.46556,123.0,0
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,C1CCCCC1,395.0,433.0,0.044,400.4798,38.0,0
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,Cc1ccccc1,390.0,487.0,0.089,400.4798,97.0,0
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,ClC(Cl)Cl,389.0,530.0,0.11,400.4798,141.0,0
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,C1CCOC1,380.0,550.0,0.08,400.4798,170.0,0
C(=C/c1ccc(-c2ccncc2)cc1)\c1ccc(-c2ccncc2)cc1,ClCCl,345.0,387.0,0.97,334.42092,42.0,0
N#C/C(=C(/C#N)c1ccc(-c2ccncc2)cc1)c1ccc(-c2ccncc2)cc1,ClCCl,343.0,444.0,0.002,384.44104,101.0,0
N#C/C(=C\c1ccc(-c2ccncc2)cc1)c1ccc(-c2ccncc2)cc1,ClCCl,356.0,460.0,0.002,359.43098,104.0,0
CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,ClC(Cl)(Cl)Cl,379.0,454.0,,689.85666,75.0,0
CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CCOCC,378.0,475.0,,689.85666,97.0,0
CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,C1CCOC1,385.0,474.0,,689.85666,89.0,0
CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,ClC(Cl)Cl,391.0,475.0,,689.85666,84.0,0
CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CC(C)=O,382.0,476.0,,689.85666,94.0,0
CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CN(C)C=O,390.0,487.0,,689.85666,97.0,0
CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CS(C)=O,395.0,493.0,,689.85666,98.0,0
CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CC#N,382.0,491.0,,689.85666,109.0,0
CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CCO,395.0,521.0,,689.85666,126.0,0
CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CO,398.0,542.0,,689.85666,144.0,0
O=[N+]([O-])c1ccc(/C=C/c2c[nH]c3ccccc23)cc1,CCCCCCC,393.0,511.0,0.051,264.28328,118.0,0
O=[N+]([O-])c1ccc(/C=C/c2c[nH]c3ccccc23)cc1,CO,413.0,567.0,0.003,264.28328,154.0,0
CC(=O)n1cc(/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc21,CCCCCCC,363.0,408.0,0.008,306.32016,45.0,0
CC(=O)n1cc(/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc21,CO,374.0,424.0,0.002,306.32016,50.0,0
CC(=O)n1cc(/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc21,CC#N,377.0,428.0,0.045,306.32016,51.0,0
O=[N+]([O-])c1ccc(/C=C/c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)cc1,CCCCCCC,357.0,403.0,0.004,404.44504,46.0,0
O=[N+]([O-])c1ccc(/C=C/c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)cc1,CO,367.0,417.0,0.002,404.44504,50.0,0
O=[N+]([O-])c1ccc(/C=C/c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)cc1,O,378.0,540.0,0.003,404.44504,162.0,0
NNC(=O)c1ccc(/C=C/c2ccc(C(=O)NN)cc2)cc1,CN(C)C=O,333.0,395.0,0.2,296.32904,62.0,0
S=c1[nH]nc(-c2ccc(/C=C/c3ccc(-c4n[nH]c(=S)o4)cc3)cc2)o1,CN(C)C=O,334.0,401.0,0.33,380.45128,67.0,0
O=c1[nH]nc(-c2ccc(/C=C/c3ccc(-c4n[nH]c(=O)o4)cc3)cc2)o1,CN(C)C=O,334.0,408.0,0.5,348.31728,74.0,0
C(=C/c1ccc(-c2nnc(-c3ccccc3)o2)cc1)\c1ccc(-c2nnc(-c3ccccc3)o2)cc1,CN(C)C=O,347.0,415.0,0.8,468.5148,68.0,0
O=c1c2ccccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,CC#N,334.0,439.0,0.78,271.03352,105.0,0
O=c1c2ccccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,ClCCl,353.0,441.0,0.99,271.03352,88.0,0
O=c1c2ccccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,O=c1c2ccccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,386.0,506.0,0.6,271.03352,120.0,0
O=c1c2cc(F)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,CC#N,337.0,437.0,0.86,289.02358,100.0,0
O=c1c2cc(F)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,ClCCl,350.0,438.0,0.99,289.02358,88.0,0
O=c1c2cc(F)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,O=c1c2cc(F)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,372.0,513.0,0.29,289.02358,141.0,0
O=c1c2cc(Cl)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,CC#N,345.0,439.0,0.89,305.47858,94.0,0
O=c1c2cc(Cl)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,O=c1c2cc(Cl)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,374.0,498.0,0.28,305.47858,124.0,0
O=c1c2cc(Br)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,CC#N,343.0,440.0,0.94,349.92958,97.0,0
O=c1c2cc(Br)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,ClCCl,358.0,448.0,0.99,349.92958,90.0,0
O=c1c2cc(Br)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,O=c1c2cc(Br)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,334.0,480.0,0.09,349.92958,146.0,0
O=c1c2cc(I)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,CC#N,345.0,449.0,0.58,396.92558,104.0,0
